location_id,category,name,description,reviews_url,address,city,state,country,working_hours,popular_hours,timezone,email,phone,website,amenities,cuisine,ranking,total_rating,num_reviews,price_level,source
59be94aff8cbd4222919054a,restaurant,OLD CAF By Despreso,,http://4sq.com/2jBuKut,Al Khawaneej,دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: 7:00 AM–Midnight,"Today: 5:00 PM–Midnight; Thu: 5:00 PM–1:00 AM; Fri: Noon–1:00 AM; Sat: 4:00 PM–1:00 AM; Sun: 4:00 PM–Midnight; Mon: 4:00 PM–Midnight; Tue: 1:00 PM–2:00 PM, 4:00 PM–Midnight",Asia/Dubai,,+971 50 700 6488,,,Café,,8.5,8,$,FourSquare
6345348aa819d230068e77c0,restaurant,Orto,,https://4sq.com/3SU3ZgW,Al Athar St Jumeirah,دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: 10:00 AM–2:00 AM,Today: 2:00 PM–11:00 PM; Thu: 3:00 PM–11:00 PM; Fri: 1:00 PM–Midnight; Sat: Noon–Midnight; Sun: 1:00 PM–11:00 PM; Mon: 2:00 PM–11:00 PM; Tue: 4:00 PM–11:00 PM,Asia/Dubai,,,,,Café,,8.8,9,$,FourSquare
6009a5d159a34804e67e2517,restaurant,The Grey,,https://4sq.com/3sMV04z,Al Wasl - Al Safa 1,دبي,دبي,الإمارات العربية المتحدة,"Mon–Thu, Sun: 7:30 AM–11:00 PM; Fri–Sat: 8:00 AM–Midnight","Today: Noon–10:00 PM; Thu–Sat: 11:00 AM–11:00 PM; Sun: Noon–10:00 PM; Mon: 1:00 PM–3:00 PM, 6:00 PM–10:00 PM; Tue: Noon–3:00 PM, 6:00 PM–10:00 PM",Asia/Dubai,,+971 54 582 6779,http://www.the-grey.co,"Credit Cards: Yes (incl. NFC Payments & MasterCard), Outdoor Seating: Yes, Wi-Fi: Yes, Take-out: Take-out, Parking: Yes, Restroom: Yes","Café, Coffee Shop, Breakfast, Breakfast, Dessert",,9.3,42,$,FourSquare
656c769d0d083d65704a1fc1,restaurant,Floc,,https://4sq.com/3tLP9BA,"Nad Al Shaba 2 , Dubai",دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,Café,,,0,$,FourSquare
64fb15c01b21b77f37c159c5,restaurant,Cipriani Dolci,,https://4sq.com/3ZJD0IW,629 Al Wasl Rd - Al Safa - Al Safa 1 - Dubai - United Arab Emirates,دبي,دبي,الإمارات العربية المتحدة,,Today: 5:00 PM–11:00 PM; Thu: 2:00 PM–11:00 PM; Fri–Sat: 2:00 PM–Midnight; Sun: 1:00 PM–11:00 PM; Mon: 5:00 PM–10:00 PM; Tue: 5:00 PM–11:00 PM,Asia/Dubai,,,,,"Italian, Dinner",,9.0,2,$$,FourSquare
5dfb2be52f4e7d000807fc29,restaurant,Mistca Cafe,,https://4sq.com/2s0jBbr,Ibn Battuta Mall (Ibn Battuta Road),دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,Outdoor Seating: Yes,Café,,,0,$,FourSquare
65a81a22c7ede819aa5f4077,restaurant,Blu Pizzeria,,https://4sq.com/4bqkXgG,al khawaneej walk,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"Pizza, Dinner",,,1,$,FourSquare
6131f06b34ba5b106f6aaacf,restaurant,CZN Burak Burger,,https://4sq.com/3tcixw9,Dubai Mall,دبي,دبي,الإمارات العربية المتحدة,,"Today: 1:00 PM–Midnight; Thu: 3:00 PM–Midnight; Fri: 1:00 PM–11:00 PM; Sat: 2:00 PM–7:00 PM, 9:00 PM–1:00 AM; Sun: 3:00 PM–Midnight; Mon: 2:00 PM–Midnight; Tue: 3:00 PM–Midnight",Asia/Dubai,,,https://www.cznburak.com,"Credit Cards: Yes (incl. Visa & NFC Payments), Outdoor Seating: Yes, Music: Yes","Burgers, Fast Food, Dinner",,6.5,4,$,FourSquare
4d036fc426adb1f7d84dcc70,restaurant,IKEA's Restaurant (مطعم أيكيا),,http://4sq.com/eKNLie,IKEA (Dubai Festival City),دبي,دبي,الإمارات العربية المتحدة,,"Today: Noon–3:00 PM, 6:00 PM–9:00 PM; Thu: 10:00 AM–11:00 AM, 1:00 PM–3:00 PM, 6:00 PM–10:00 PM; Fri: 9:00 AM–11:00 PM; Sat: 9:00 AM–10:00 PM; Sun: 9:00 AM–9:00 PM; Mon: Noon–3:00 PM, 5:00 PM–10:00 PM; Tue: 1:00 PM–2:00 PM, 6:00 PM–8:00 PM",Asia/Dubai,,+971 4 203 7555,http://www.ikea.com/ae/en/store/dubai/restaurant,"Reservations: No, Credit Cards: Yes (incl. American Express), Outdoor Seating: No, Music: No, Wi-Fi: Yes","Scandinavian, Breakfast, Brunch, Lunch, Dinner",,8.0,54,$$,FourSquare
547701aa498e955cf92bd1ac,restaurant,Food Court Dragon Mart,,http://4sq.com/11x4TFz,الإمارات العربية المتحدة,,,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,Food Court,,7.1,1,,FourSquare
5745cedc498e83da63e86afb,restaurant,Five Guys (ڤايف جايز),"Fast-casual chain with made-to-order burgers, fries, hot dogs & shakes, plus free peanuts while you wait.",http://4sq.com/1szWoXJ,"Al Mamsha Street, The Walk, Jumeirah Beach Residence",دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: 10:00 AM–1:00 AM,"Today: 3:00 PM–4:00 PM, 8:00 PM–4:00 AM; Thu: 6:00 PM–4:00 AM; Fri: 3:00 PM–4:00 AM; Sat: 2:00 PM–3:00 AM; Sun: 7:00 PM–3:00 AM; Mon: 5:00 PM–8:00 PM, 10:00 PM–3:00 AM; Tue: 4:00 PM–7:00 PM, 9:00 PM–4:00 AM",Asia/Dubai,,+971 4 557 6880,https://restaurants.fiveguys.ae/al-mamsha-street-the-walk-jumeirah-beach-residence,"Reservations: Yes, Outdoor Seating: No, Live Music: Live Music, Wi-Fi: Yes","Burgers, Dinner, Happy Hour, Cocktails",,8.8,34,$,FourSquare
5672d04a498e3c1adf430e0e,restaurant,Caffè Divino,,http://4sq.com/1IWt98Y,Dubai Mall,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,+971 52 987 1862,,,Café,,8.1,2,$,FourSquare
4bde94060ee3a593de4031b0,restaurant,Al Safadi (الصفدي),,http://4sq.com/cVictV,Sheikh Zayed Road (شارع الشيخ زايد),دبي,دبي,الإمارات العربية المتحدة,,"Today: 2:00 PM–1:00 AM; Thu: 1:00 PM–1:00 AM; Fri: 2:00 PM–1:00 AM; Sat: 1:00 PM–1:00 AM; Sun: 1:00 PM–Midnight; Mon: 1:00 PM–Midnight; Tue: 1:00 PM–5:00 PM, 7:00 PM–1:00 AM",Asia/Dubai,,+971 4 343 5333,http://alsafadi.ae,"Reservations: No, Credit Cards: No, Outdoor Seating: Yes","Lebanese, Brunch, Lunch, Dinner",,8.9,155,,FourSquare
4e5cd46b183883e00c0d77ed,restaurant,Samad Al Iraqi Restaurant (مطعم صمد العراقي),,http://4sq.com/nROWNY,Jumeirah Beach Road (Opposite Beach Park),دبي,دبي,الإمارات العربية المتحدة,,Today: 2:00 PM–Midnight; Thu: 1:00 PM–Midnight; Fri: 2:00 PM–1:00 AM; Sat: 1:00 PM–Midnight; Sun: 2:00 PM–Midnight; Mon: 2:00 PM–11:00 PM; Tue: 3:00 PM–Midnight,Asia/Dubai,,+971 4 229 3660,,"Reservations: Yes, Credit Cards: Yes (incl. American Express), Outdoor Seating: No, Wi-Fi: Yes","Iraqi Restaurant, Brunch, Lunch, Dinner",,8.7,209,$$,FourSquare
63a3438b519afa201dc08c98,restaurant,Somewhere,,https://4sq.com/3BSh3wT,Al Wasl Rd,دبي,دبي,الإمارات العربية المتحدة,Mon–Thu: Noon–11:00 PM; Fri–Sun: Noon–Midnight,"Today: 1:00 PM–Midnight; Thu: 1:00 PM–Midnight; Fri: 2:00 PM–1:00 AM; Sat: 1:00 PM–Midnight; Sun: 2:00 PM–11:00 PM; Mon: 2:00 PM–4:00 PM, 7:00 PM–Midnight; Tue: 3:00 PM–6:00 PM, 9:00 PM–Midnight",Asia/Dubai,,,,Credit Cards: Yes,"Restaurant, Lunch, Dinner",,8.9,2,,FourSquare
61364743b2e5b573db949c08,restaurant,Huqqabaz,,https://4sq.com/3DRgrXB,MOE Garden,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"Restaurant, Dinner",,9.1,5,,FourSquare
5dd2c5b00e96d200080cffa7,restaurant,​Shanghai Me,"Shanghai Me is a split between a luxurious bar and lounge, bamboo-lined terrace, restaurant and private dining area with plush, rich-hued interiors and art-deco detailing that pay tribute to Asian traditions.",https://4sq.com/2CUA0A3,"​Gate Village 11 , towards DIFC Parking, DIFC",دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: Noon–Midnight,Today: 9:00 PM–1:00 AM; Thu: 9:00 PM–1:00 AM; Fri: 8:00 PM–2:00 AM; Sat–Sun: 9:00 PM–1:00 AM; Mon–Tue: 9:00 PM–1:00 AM,Asia/Dubai,,+971 4 564 0505,https://shanghaime-restaurant.com,Reservations: Yes,Asian,,8.9,71,$$,FourSquare
62282f1fae446e27cb27c919,restaurant,The Daily,,https://4sq.com/3J33exe,دبي,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"Diner, Breakfast, Breakfast, Lunch",,,0,$,FourSquare
4cc29f00be40a35d51bd724c,restaurant,Suntour,,http://4sq.com/c44Br3,Dragon Mart,دبي,دبي,الإمارات العربية المتحدة,,Today: 1:00 PM–10:00 PM; Thu: 11:00 AM–10:00 PM; Fri: Noon–11:00 PM; Sat: Noon–9:00 PM; Sun: 1:00 PM–11:00 PM; Mon: 1:00 PM–9:00 PM; Tue: Noon–10:00 PM,Asia/Dubai,,+971 4 368 7321,,"Reservations: No, Credit Cards: Yes, Outdoor Seating: No","Chinese, Brunch, Lunch, Dinner",,8.0,8,$,FourSquare
5dfe35e93a3e1e00082ac6ac,restaurant,IKEA Restaurant,,https://4sq.com/2PLFuo7,Festival Plaza (Jebel Ali),دبي,دبي,الإمارات العربية المتحدة,,"Today: 1:00 PM–11:00 PM; Thu: Noon–10:00 PM; Fri: 9:00 AM–10:00 AM, 1:00 PM–10:00 PM; Sat: 9:00 AM–9:00 PM; Sun: 8:00 AM–10:00 PM; Mon: Noon–5:00 PM, 8:00 PM–9:00 PM; Tue: 11:00 AM–10:00 PM",Asia/Dubai,,,,,"Scandinavian, Brunch, Lunch, Dinner",,7.9,1,$$,FourSquare
546f0c36498e0831c464e293,restaurant,Brew Cafe (كافيه برو),,http://4sq.com/1zIWfQe,دبي,دبي,دبي,الإمارات العربية المتحدة,"Mon–Wed, Sun: 6:30 AM–11:00 PM; Thu–Sat: 6:30 AM–Midnight","Today: 7:00 AM–8:00 AM, 5:00 PM–10:00 PM; Thu: 7:00 AM–9:00 AM, 11:00 AM–Noon, 2:00 PM–10:00 PM; Fri: 10:00 AM–11:00 PM; Sat: 7:00 AM–8:00 AM, 10:00 AM–10:00 PM; Sun: 11:00 AM–10:00 PM; Mon: 7:00 AM–8:00 AM, 4:00 PM–10:00 PM; Tue: 7:00 AM–8:00 AM, Noon–1:00 PM, 5:00 PM–11:00 PM",Asia/Dubai,,+971 4 331 2333,,"Reservations: No, Credit Cards: Yes, Outdoor Seating: Yes, Live Music: Live Music, Wi-Fi: Yes",Café,,8.7,69,$,FourSquare
4c12240282a3c9b6e01df9f8,restaurant,Café Bateel (بتيل),,http://4sq.com/alLyan,Dubai Festival City (فستيفال سيتي),DFC,دبي,الإمارات العربية المتحدة,,"Today: Noon–1:00 PM, 3:00 PM–11:00 PM; Thu: 1:00 PM–Midnight; Fri: 1:00 PM–11:00 PM; Sat: Noon–11:00 PM; Sun: 1:00 PM–11:00 PM; Mon: 11:00 AM–11:00 PM; Tue: Noon–10:00 PM",Asia/Dubai,,+971 4 232 8876,http://www.bateel.com,"Reservations: No, Credit Cards: No, Outdoor Seating: No, Wi-Fi: No","Café, Brunch, Lunch, Dinner, Full Bar",,8.4,60,$,FourSquare
61517b6c5914091060f1ff7f,restaurant,Origin 33,,https://4sq.com/3CNlEhN,دبي,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,Café,,,1,$,FourSquare
5d2f0d9a0be70b000838063e,restaurant,Arabesque Cafe,,https://4sq.com/2YWTj58,Hessa Street,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,Café,,,0,$,FourSquare
6351c7f2d7a58222f10a6fc3,restaurant,Allo BEIRUT,,https://4sq.com/3sfk7Oo,The Walk at JBR,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,https://www.allobeirutstreetfood.com,,"Lebanese, Breakfast, Lunch, Dinner",,8.0,0,,FourSquare
6203b9a6193ca25cbb1b259a,restaurant,Pickl,,https://4sq.com/3gxrmuW,City Walk (Building 9),دبي,دبي,الإمارات العربية المتحدة,"Mon–Thu, Sun: 11:00 AM–2:00 AM; Fri–Sat: 11:00 AM–4:00 AM","Today: 2:00 PM–3:00 PM, 5:00 PM–6:00 PM, 9:00 PM–2:00 AM; Thu: 3:00 PM–2:00 AM; Fri: 3:00 PM–7:00 PM, 9:00 PM–2:00 AM; Sat–Sun: 2:00 PM–2:00 AM; Mon: 3:00 PM–6:00 PM, 9:00 PM–1:00 AM; Tue: 4:00 PM–6:00 PM, 9:00 PM–2:00 AM",Asia/Dubai,,+971 4 395 3350,https://eatpickl.com,Credit Cards: Yes,"Burgers, Lunch, Dinner",,8.8,11,$,FourSquare
618d64ea1b75874233272a27,restaurant,Home Bakery Kitchen,,https://4sq.com/3D9sRtc,Al Khawaneej Walk (Last Exite),دبي,دبي,الإمارات العربية المتحدة,,"Today: 11:00 AM–Noon, 6:00 PM–11:00 PM; Thu: Noon–1:00 PM, 3:00 PM–7:00 PM, 9:00 PM–Midnight; Fri: 11:00 AM–Noon, 6:00 PM–1:00 AM; Sat: 9:00 AM–10:00 AM, Noon–1:00 PM, 3:00 PM–11:00 PM; Sun: 11:00 AM–Noon, 3:00 PM–Midnight; Mon: 6:00 PM–Midnight; Tue: 5:00 PM–Midnight",Asia/Dubai,,,,,"Bakery, Coffee Shop, Restaurant",,8.5,2,$,FourSquare
606f42ed4dd0ca30861b91f5,restaurant,Samad Al Iraqi Restaurant,,https://4sq.com/3wH1ALV,دبي,دبي,دبي,الإمارات العربية المتحدة,,Today: 2:00 PM–1:00 AM; Thu–Fri: 2:00 PM–1:00 AM; Sat: 1:00 PM–1:00 AM; Sun: 2:00 PM–Midnight; Mon: 2:00 PM–Midnight; Tue: 2:00 PM–1:00 AM,Asia/Dubai,,,,,"Iraqi Restaurant, Dinner",,8.2,9,,FourSquare
614c90d72d349a374a9218d6,restaurant,Barbar (بربر),,https://4sq.com/3AAmAFG,Hessa Street,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"Lebanese, Dinner",,8.9,24,,FourSquare
641072945c4c2334982710ba,restaurant,North Audley Cantine (Nac),,https://4sq.com/3VobvT9,Alwasl Rd,دبي,دبي,الإمارات العربية المتحدة,,"Today: 4:00 PM–11:00 PM; Thu: 3:00 PM–11:00 PM; Fri: 1:00 PM–Midnight; Sat: Noon–11:00 PM; Sun: 1:00 PM–Midnight; Mon: 3:00 PM–11:00 PM; Tue: 3:00 PM–4:00 PM, 6:00 PM–11:00 PM",Asia/Dubai,,,,,"Café, Restaurant",,8.0,5,$,FourSquare
6284cd4ef3a0bb23c2a8ce6e,restaurant,Café De Paris,,https://4sq.com/39yqIx1,دبي,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,+971 50 751 2318,,"Reservations: Yes, Credit Cards: Yes (incl. American Express), Outdoor Seating: Yes, Private Room: Yes, Table Service: Table Service, Parking: Yes, Wheelchair Accessible: Yes, ATM: Yes","Café, Restaurant",,,0,$,FourSquare
623382bc50b2ed4a708c7796,restaurant,Mandi Man,,https://4sq.com/3KTDZOd,دبي,دبي,دبي,الإمارات العربية المتحدة,,"Today: 1:00 PM–9:00 PM; Thu: Noon–7:00 PM, 11:00 PM–Midnight; Fri: 2:00 PM–7:00 PM; Sat: 2:00 PM–8:00 PM; Sun: 1:00 PM–Midnight; Mon: Noon–7:00 PM; Tue: 24 Hours",Asia/Dubai,,,,,"Middle Eastern, Lunch, Dinner",,8.7,1,$$,FourSquare
61a7a51c4edf3a74bf2f63dd,restaurant,Santeria,,https://4sq.com/31iNXYm,The First Collection (Jumeirah Village Circle),دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"South American, Bar, Dinner",,,0,$$,FourSquare
620158be981113659dc9177a,restaurant,Cleo,,https://4sq.com/3utfPVT,Downtown Dubai,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,+971 4 871 1111,https://restaurantsandbars.accor.com/fr/restaurant/B8Y1_R001?y_source=1_NDYyOTAzOTktNDQwLWxvY2F0aW9uLndlYnNpdGU=,,"Restaurant, Breakfast, Lunch, Dinner",,,1,,FourSquare
532881e6498e70cf2b173f71,restaurant,P. F. Chang's (بي إف تشانغز),"P.F. Chang’s is an Asian restaurant concept founded on making food from scratch every day in every restaurant. Created in 1993 by Philip Chiang and Paul Fleming, P.F. Chang’s is the first multi-unit restaurant concept in the U.S. to honor and celebrate the 2,000-year-old tradition of wok cooking.",http://4sq.com/1gGs840,Dubai Mall-Ground Floor-near Waterfall (at Doha St.),دبي,دبي,الإمارات العربية المتحدة,Mon: 11:00 AM–11:00 PM; Tue–Sun: 10:00 AM–Midnight,Today: 2:00 PM–Midnight; Thu: 1:00 PM–1:00 AM; Fri–Sat: 1:00 PM–Midnight; Sun: 2:00 PM–Midnight; Mon–Tue: 2:00 PM–Midnight,Asia/Dubai,,+971 4 419 0211,https://www.alshaya.com/en/brands/food/p-f-chang-s,"Reservations: Yes, Credit Cards: Yes, Outdoor Seating: Yes, Music: Yes, Wheelchair Accessible: Yes","Chinese, Brunch, Lunch, Dinner",,9.2,369,$$,FourSquare
5cae3858fe3740002c2773fd,restaurant,Seekh Kabab Restaurant مطعم سيخ كباب,,https://4sq.com/2Uq2qgm,AlAmardi Street,دبي,دبي,الإمارات العربية المتحدة,,,Asia/Dubai,,,,,"Kebab, Dinner",,8.5,0,,FourSquare
61a4873d96e42349083068df,restaurant,Bake My Day,,https://4sq.com/3d4Gb6t,JBR,دبي,دبي,الإمارات العربية المتحدة,,"Today: 10:00 AM–6:00 PM, 9:00 PM–10:00 PM; Thu: 24 Hours; Fri: 7:00 AM–Midnight; Sat: 8:00 AM–Midnight; Sun: 11:00 AM–4:00 PM; Mon: 9:00 AM–5:00 PM, 7:00 PM–8:00 PM, 10:00 PM–11:00 PM; Tue: 24 Hours",Asia/Dubai,,,,,"Bakery, Café",,7.0,2,$,FourSquare
59969bb8b399f744b947b38b,restaurant,Bait Maryam,,http://4sq.com/2w7H9uV,دبي,دبي,دبي,الإمارات العربية المتحدة,,Today: 1:00 PM–10:00 PM; Thu: Noon–10:00 PM; Fri: 1:00 PM–10:00 PM; Sat: 11:00 AM–11:00 PM; Sun: 2:00 PM–9:00 PM; Mon: 1:00 PM–9:00 PM; Tue: Noon–10:00 PM,Asia/Dubai,,+971 4 248 1995,http://outback.ae,,"Theme Restaurant, Lunch, Dinner",,9.1,34,,FourSquare
65a65690e125e50d2467b97f,restaurant,Angel Cakes,,https://4sq.com/3OO4yJh,Dubai Hills Park,دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: 8:00 AM–11:00 PM,,Asia/Dubai,,+971 58 506 0433,https://www.angelcakes.world,,Café,,8.6,3,$,FourSquare
5125f0e8e4b0a5826426dc02,restaurant,Iran Zamin Restaurant,"Situated in a prime location of the global Trading hub - Dubai, Iran Zamin caters the traditional & modern Iranian cuisines with high professionalism.",http://4sq.com/XzCic8,Downtown Dubai (Emaar Boulevard),دبي,دبي,الإمارات العربية المتحدة,Mon–Sun: 8:30 AM–1:00 AM,Today: 2:00 PM–1:00 AM; Thu–Fri: 2:00 PM–1:00 AM; Sat–Sun: 2:00 PM–Midnight; Mon–Tue: 2:00 PM–Midnight,Asia/Dubai,,+971 4 447 6655,http://www.iranzamin.ae,"Reservations: Yes, Credit Cards: Yes (incl. Visa), Outdoor Seating: Yes, Music: Yes, Street Parking: Street, Public Lot: Public Lot, Valet Parking: Valet, Restroom: Yes, Wheelchair Accessible: Yes, TVs: Yes","Persian, Breakfast, Lunch, Dinner, Dessert, Cocktails",,7.7,87,$$,FourSquare
