location_id,name,description,web_url,city,state,country,amenities,styles,ranking,rating,num_reviews,price_level
25165673,DoubleTree by Hilton Fujairah City,,https://www.tripadvisor.com/Hotel_Review-g311321-d25165673-Reviews-DoubleTree_by_Hilton_Fujairah_City-Fujairah_Emirate_of_Fujairah.html?m=66827,Fujairah,Emirate of Fujairah,United Arab Emirates,"Pool, Suites, Room service, Free parking, Restaurant, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Breakfast Buffet, Internet, Free Internet, Bar/Lounge, Spa, Wifi, Banquet Room, Family Rooms, Minibar, Conference Facilities, Safe, Flatscreen TV, Kids pool, Adult pool, Breakfast Available, Parking, Housekeeping, Kids Club, Kids Stay Free, Sauna, Arabic, Bath / Shower, Bidet, Bottled Water, Breakfast in the Room, Cable / Satellite TV, Coffee Shop, Coffee / Tea Maker, Desk, Electric Kettle, English, Free Private Parking Nearby, Complimentary Toiletries, Free Wifi in the Business Center, 24-Hour Front Desk, Gift Shop, Hiking, Indoor Play Area for Children, Interconnected room(s) available, Iron, Kids' Meals, Landmark View, Laptop Safe, Mountain View, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, Seating Area, Secured Parking, Separate Living Room, Snorkeling, Sofa, Sofa Bed, Steam Room, Swimming Pool Toys, Valet Parking, Wake Up Service / Alarm Clock","Romantic, Quaint",#10 of 33 hotels in Fujairah,4.5,55,$
668810,Rixos Al Mairid Ras Al Khaimah Resort,"Arabian adventure Every day is an adventure at Hilton Ras Al Khaimah Beach Resort. Take advantage of our hotel's proximity to unique experiences in Ras Al Khaimah and beyond. Explore the local fish and spice markets or visit the Jebel Jais mountain, the highest peak in the UAE. For physical activity, challenge yourself on the Via Ferrata or go desert driving and quad-biking. Take up the jet ski for adrenaline-packed Arabian adventure. The beach is a step away Watch the sunset over the Arabian Sea from a stylish room or a newly renovated villa at our Hilton beach resort. All rooms, suites, and villas feature internet access and a private balcony or patio. The Royal Suite offers a private steam room, sauna, and Turkish Hammam. A haven of relaxation Embrace the healing powers of the four elements with our range of rejuvenating treatments and tranquil spaces. The individual and couples treatment rooms are ideal for pampering body treatments, rejuvenating facials and blissful massages. Kid friendly As a family-friendly resort, our host of kids' facilities include indoor/outdoor playgrounds, swimming pools, water slide, a Teens Club and Kids Club. Culture in every bite Indulge in fine Italian cuisine at Piaceri de Gustare or authentic Arabian at our Lebanese restaurant Al Maeda. You'll also find mouth-watering cuts of churrasco. All of our nine exclusive outlets are ready to create the perfect dining experience for you and your family. Great for families A fantastic choice for a family stay, we have a great range of family rooms designed for children. From high chairs and kids menu in the restaurants, water slide, kids Club and outdoor playground to a lively Teens Club, we have it all for your little ones to be entertained.",https://www.tripadvisor.com/Hotel_Review-g298063-d668810-Reviews-Rixos_Al_Mairid_Ras_Al_Khaimah_Resort-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Allergy-free Room, Bath / Shower, Breakfast in the Room, Desk, Doorperson, Complimentary Instant Coffee, Game Room, Hair Dryer, Hindi, Interconnected room(s) available, Outdoor Furniture, Picnic Area, Russian, Secured Parking, Snack Bar, Special Diet Menus, Telephone, Wake Up Service / Alarm Clock, Cable / Satellite TV, Children's Playground, First Aid Kit, Outdoor Dining Area, Patio, Private Bathrooms, Saltwater Pool, Ukrainian, Umbrella, Urdu, Video Game Console, Wardrobe / Closet","Green, Bay View",#13 of 49 hotels in Ras Al Khaimah,4.5,9396,$$$
15124438,Citymax Hotel Ras Al Khaimah,"Citymax Hotel Ras Al Khaimah is centrally located in the Al Nakheel area by the creek, just steps from the Free Trade Zone and RAK Exhibition Centre. Walking distance to two major shopping malls, the hotel is also a stone's throw away from the souks and historical sites of the Emirates’ old city, as well as Jebel Jais mountains, which host the world’s longest zipline! Ras Al Khaimah Airport is 25 minutes away, and Dubai Airport is 70 minutes away. Citymax Hotel Ras Al Khaimah is perfectly located for exploring the city and its natural beauty. Our team is happy to suggest ideas for sightseeing in Ras Al Khaimah during your stay. Choose from multiple food & beverage options such as The Huddle Sports Bar & Grill, Claypot restaurant, our all-day dining restaurant CityCafe, 24-hour Lavazza coffee shop and the Aqua Pool Bar. Each of the 204 guest rooms provide contemporary comforts such as free WiFi and much more. Unwind by our glorious rooftop pool and stay fit with our state-of-the-art gym. We’ve also got a complimentary shuttle to the public & private beach and offer all guests towels and beach mats. Whether you’re in town for leisure or work, we've got everything you need for a fun and cost-effective stay.",https://www.tripadvisor.com/Hotel_Review-g298063-d15124438-Reviews-Citymax_Hotel_Ras_Al_Khaimah-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Internet, Shuttle Bus Service, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Public Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Refrigerator in room, Safe, Rooftop Bar, Rooftop Pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Indoor pool, Outdoor pool, Free Shuttle or Taxi Services, Housekeeping, Kids Stay Free, Arabic, Baggage Storage, Bath / Shower, Billiards, Blackout Curtains, Bottled Water, Car Hire, 24-Hour Check-in, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Darts, Desk, Doorperson, English, Filipino, Fitness / Spa Locker Rooms, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Hindi, Interconnected room(s) available, Ironing Service, Kid-Friendly Buffet, Newspaper, Parking Garage, Seating Area, 24-Hour Security, Secured Parking, Snack Bar, Street Parking, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Wake Up Service / Alarm Clock, Wifi, Family Rooms, Smoking rooms available, Breakfast Available, Parking, Facilities for Disabled Guests, Cable / Satellite TV, Express Check-in / Check-out, Clothes Rack, Dining Area, Free Wifi in the Business Center, Happy Hour, Highchairs Available, Private Bathrooms, Paid Public Parking Nearby, Sun Deck, Tile / Marble Floor, Wardrobe / Closet","Trendy, Family",#10 of 49 hotels in Ras Al Khaimah,4.5,960,$
23785372,Radisson Resort Ras Al Khaimah Marjan Island,"Enjoy a simply delightful beachside getaway on the stunning Marjan Island in Ras Al Khaimah. The Radisson Resort Ras Al Khaimah Marjan Island offers direct access to the beach, spectacular views of the surrounding blue waters, and plenty of on-site entertainment. Enjoy your perfect beach getaway in one of our stylish rooms overlooking the beach or the island and make use of our premium facilities such as 6 different dining options, outdoor pools, designated kid's pool and play area, and a rejuvenating spa.",https://www.tripadvisor.com/Hotel_Review-g2630223-d23785372-Reviews-Radisson_Resort_Ras_Al_Khaimah_Marjan_Island-Emirate_of_Ras_Al_Khaimah.html?m=66827,,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Kids Activities, Shuttle Bus Service, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Public Wifi, Meeting rooms, Fitness center, Laundry Service, Concierge, Beachfront, Suites, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Business center, Banquet Room, Air conditioning, Babysitting, Safe, Breakfast Buffet, Outdoor pool, Kids Club, Kids Stay Free, Arabic, 24-Hour Front Desk, Hindi, Ironing Service, 24-Hour Security, Beach Access, Breakfast Available",Business,#21 of 52 hotels in Emirate of Ras Al Khaimah,4.5,1314,$
23761189,"Intercontinental Ras Al Khaimah Resort And Spa, An Ihg Hotel","Located on Hayat Island, surrounded by the sparkling shores of the Arabian Gulf, expansive terracotta desert and soaring mountains, InterContinental Ras Al Khaimah Mina Al Arab Resort & Spa is a celebration of Middle Eastern hospitality and escapism. Just outside Dubai, the resort offers idyllic island living amongst lush green landscapes and powdery white sand. Our luxury resort features six restaurants and bars, sea facing rooms, suites and villas, and high-touch personalised service.",https://www.tripadvisor.com/Hotel_Review-g23527664-d23761189-Reviews-Intercontinental_Ras_Al_Khaimah_Resort_And_Spa_An_Ihg_Hotel-Al_Riffa_Ras_Al_Khaimah.html?m=66827,Al Riffa,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Internet, Kids Activities, Beachfront, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Fitness center, Laundry Service, Banquet Room, Air conditioning, Multilingual Staff, Minibar, Babysitting, Safe, Swimup Bar, Breakfast Buffet, Poolside Bar, Private Balcony, Infinity Pool, Adult pool, Outdoor pool, Private Beaches, Private Pools, Housekeeping, Kids Club, Kids Stay Free, Sauna, Electric vehicle charging station, Additional Bathroom, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Bicycles Available, Bottled Water, Breakfast in the Room, Car Hire, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Doorperson, English, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Game Room, German, Hair Dryer, Hammam, Hindi, Indonesian, Indoor Play Area for Children, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Korean, Massage, Outdoor Fireplace, Outdoor Furniture, Pool / Beach Towels, Pool with View, Private Check-in / Check-out, Russian, Seating Area, 24-Hour Security, Shared Lounge / TV Area, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Beach Access, Shuttle Bus Service, Concierge, Family Rooms, Conference Facilities, Flatscreen TV, Kids pool, Breakfast Available, Children's Playground, Couples Massage, Electric Kettle, Executive Lounge Access, Foot Massage, Complimentary Welcome Drink, Free Wifi in the Business Center, Full Body Massage, Hand Massage, Happy Hour, Head Massage, Macedonian, Neck Massage, Outdoor Dining Area, Pool View, Private Bathrooms, Sun Deck, Walk-in Shower, Wardrobe / Closet, Water Sport Equipment Rentals, Yoga Classes","Luxury, Business",#2 of 4 hotels in Al Riffa,4.5,1927,$$
12182057,Hilton Garden Inn Ras Al Khaimah,"Located in the heart of the city beside the creek, Hilton Garden Inn Ras Al Khaimah is close to local attractions such as the old town, souks and walking distance to the city’s major shopping malls. It is the perfect getaway for short and long leisure breaks. For those on a work trip, the hotel is in the business district and just across the Ras Al Khaimah Exhibition Centre and the Free Trade Zone",https://www.tripadvisor.com/Hotel_Review-g298063-d12182057-Reviews-Hilton_Garden_Inn_Ras_Al_Khaimah-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Internet, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Self-Serve Laundry, Minibar, Conference Facilities, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Outdoor pool, Facilities for Disabled Guests, Housekeeping, Kids Stay Free, Arabic, Baggage Storage, Bath / Shower, Blackout Curtains, Bottled Water, Car Hire, 24-Hour Check-in, Clothes Dryer, Currency Exchange, Desk, English, Filipino, Complimentary Toiletries, French, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Ironing Service, Salon, 24-Hour Security, Secured Parking, Snack Bar, Taxi Service, Electric vehicle charging station, BBQ Facilities, Bidet, Bosnian, Electric Kettle, First Aid Kit, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Laptop Safe, Mountain View, Pool View, Walk-in Shower, Wardrobe / Closet","Mid-range, Harbor View",#15 of 49 hotels in Ras Al Khaimah,4.5,1095,$
1995299,Doubletree By Hilton Ras Al Khaimah,"Overlooking the Ras al Khaimah Creek, this 4-star hotel features a rooftop pool with a lounge and a bar with panoramic city and mountain views. It offers elegant rooms and suites and a free private parking. The air-conditioned rooms at the Doubletree Ras Al Khaimah have a seating area with modern furnishings and a 32’flat-screen TV. In-room dining is available upon request. The hotel’s Fitness by Precor has cardio equipment and free weights. Guests can also take a free shuttle to Hampton by Hilton Marjan Island, where extensive facilities include infinity pool, kids club and pool, water sports center, an array of outdoor recreational facilities and a 750-meter private beach. The hotel offers international cuisine at Podium Restaurant. There is also a lobby bar serving coffee and cookies. For light refreshments and shishas, the TreeTop Bar offers a relaxed space during the day and a party atmosphere in the evenings. Dubai International Airport is 50 minutes away by car.",https://www.tripadvisor.com/Hotel_Review-g298063-d1995299-Reviews-Doubletree_By_Hilton_Ras_Al_Khaimah-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Internet, Wifi, Paid Wifi, Paid Internet, Pool, Free parking, Restaurant, Fitness center, Room service, Wheelchair access, Business center, Shuttle Bus Service, Suites, Bar/Lounge, Spa, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Safe, Rooftop Bar, Rooftop Pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Outdoor pool, Private Beaches, Free Shuttle or Taxi Services, Facilities for Disabled Guests, Kids Stay Free, Arabic, Baggage Storage, Car Hire, Currency Exchange, English, Filipino, Fitness / Spa Locker Rooms, 24-Hour Front Desk, Hindi, Ironing Service, 24-Hour Security, Steam Room, Taxi Service, VIP Room Facilities, Breakfast Available","Mid-range, Quiet",#20 of 49 hotels in Ras Al Khaimah,4.5,1793,
4092412,Waldorf Astoria Ras Al Khaimah,"Nestled between the azure waters of the Arabian Gulf, lush golf course, and majestic Hajar mountains, Waldorf Astoria Ras Al Khaimah is the ultimate destination for families and couples. Enjoy our renowned beach resort, lagoon pool, adult beach club, and award-winning dining. Explore the water playground and kids club, dine in style, or rejuvenate in our spa. With 203 deluxe rooms and suites offering panoramic views, this escape offers unparalleled luxury and tranquility. Indulge in signature dining experiences, from Lexington Grill & Bar to UMI and Qasr Al Bahar. Our spa, gym, and outdoor pools provide relaxation. Waldorf Astoria Ras Al Khaimah is the ideal venue for gatherings, celebrations, conferences, weddings, and more, ensuring unforgettable moments with personalized service.",https://www.tripadvisor.com/Hotel_Review-g298063-d4092412-Reviews-Waldorf_Astoria_Ras_Al_Khaimah-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Beachfront, Beach Access, Free parking, Fitness center, Kids Activities, Room service, Golf course, Non-smoking rooms, Laundry Service, Pool, Internet, Suites, Free Internet, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Paid Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Hot Tub, Tennis Court, Business center, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Safe, Swimup Bar, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Adult pool, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Additional Bathroom, Allergy-free Room, Arabic, Baggage Storage, Bathrobes, Car Hire, Couples Massage, Currency Exchange, Doorperson, English, Entertainment Staff, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, 24-Hour Front Desk, Full Body Massage, German, Head Massage, Indoor Play Area for Children, Ironing Service, Laptop Safe, Massage, Pool / Beach Towels, Russian, Salon, 24-Hour Security, Shoeshine, Shops, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Valet Parking, VIP Room Facilities","Ocean View, Modern",#1 of 49 hotels in Ras Al Khaimah,4.5,6452,$$$
27100792,Anantara Mina Al Arab Ras Al Khaimah Resort,"Ras Al Khaimah is where glamorous beach life meets adventures of the ocean, mountains and desert, and Anantara boasts one of the destination’s most enviable settings, a private peninsula of golden sands that overlooks lagoon then open ocean. Luxuriate in one of 174 rooms, suites and pool villas, including the emirate’s first overwater villas, each an eco-sanctuary built in harmony with nature. Traverse the culinary globe, from Asia to the Mediterranean and back to the Arabian Peninsula, and enjoy cocktails and shisha at sunset.",https://www.tripadvisor.com/Hotel_Review-g23527664-d27100792-Reviews-Anantara_Mina_Al_Arab_Ras_Al_Khaimah_Resort-Al_Riffa_Ras_Al_Khaimah_Emirate_of_Ras_.html?m=66827,Al Riffa,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Kids Activities, Beachfront, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Fitness center, Laundry Service, Concierge, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Breakfast Available, Kids Club, Electric vehicle charging station, Allergy-free Room, Arabic, Bath / Shower, Bathrobes, Bottled Water, Private Check-in / Check-out, Beach Access, Free Internet, Wifi, Business center, Banquet Room, Air conditioning, Family Rooms, Minibar, Conference Facilities, Safe, Swimup Bar, Flatscreen TV, Kids pool, Parking, Facilities for Disabled Guests, Blackout Curtains, Body Wrap, Breakfast in the Room, Children's Television Networks, Coffee Shop, Coffee / Tea Maker, Couples Massage, Currency Exchange, Desk, Doorperson, English, Facial Treatments, First Aid Kit, Foot Bath, Foot Massage, Complimentary Toiletries, Complimentary Welcome Drink, 24-Hour Front Desk, Full Body Massage, Gift Shop, Hair Dryer, Hand Massage, Head Massage, Highchairs Available, Hindi, Indoor Play Area for Children, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Laptop Safe, Manicure, Massage, Massage Chair, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Pedicure, Personal Trainer, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, Russian, Salon, Seating Area, 24-Hour Security, Secured Parking, Shoeshine, Sofa, Soundproof Rooms, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Telephone, Valet Parking, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Wine / Champagne, Yoga Classes","Charming, Luxury",#1 of 4 hotels in Al Riffa,5.0,582,$$$
21144688,Action Hotel Ras Al Khaimah,,https://www.tripadvisor.com/Hotel_Review-g298063-d21144688-Reviews-Action_Hotel_Ras_Al_Khaimah-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Internet, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Minibar, Conference Facilities, Safe, Breakfast Buffet, Kids Stay Free, Arabic, 24-Hour Check-in, Filipino, 24-Hour Front Desk, Hindi, Ironing Service, 24-Hour Security, Breakfast Available","Centrally Located, Business",#12 of 49 hotels in Ras Al Khaimah,4.5,237,$
582692,BM Beach Resort,"Sprawling across a sandy 500 meter stretch of private beach with a view of Marjan Island, The BM Beach Resort offers a relaxing and stress-free stay in Ras Al Khaimah. With 253 chalets and cabanas, all guests can enjoy three different resort pools, diverse dining options, beachside bars, and unparalleled views of the Arabian Gulf. Perfect for couples looking for a romantic getaway, large groups looking for fun and sun, or parents looking to relax while their kids frolic. This property is also dog-friendly, making it ideal for weekends away with your K9 friend. Book now to experience leisure by the beach, the BM way.",https://www.tripadvisor.com/Hotel_Review-g298063-d582692-Reviews-BM_Beach_Resort-Ras_Al_Khaimah_Emirate_of_Ras_Al_Khaimah.html?m=66827,Ras Al Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,"Pool, Free parking, Restaurant, Room service, Beachfront, Beach Access, Bar/Lounge, Fitness center, Internet, Kids Activities, Suites, Free Internet, Wheelchair access, Airport transportation, Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Tennis Court, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Conference Facilities, Safe, Swimup Bar, Flatscreen TV, Water Park, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Aerobics, Arabic, Baggage Storage, Billiards, Blackout Curtains, Board Games / Puzzles, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Darts, Desk, English, Entertainment Staff, Evening Entertainment, Fitness Classes, Fitness / Spa Locker Rooms, Complimentary Instant Coffee, Complimentary Toiletries, 24-Hour Front Desk, Gift Shop, Hair Dryer, Indoor Play Area for Children, Interconnected room(s) available, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Nightclub / DJ, Pool / Beach Towels, Pool with View, Russian, Seating Area, 24-Hour Security, Secured Parking, Shops, Snack Bar, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Bidet, Children's Playground, Clothes Rack, Electric Kettle, First Aid Kit, Happy Hour, Highchairs Available, Outdoor Dining Area, Pool View, Private Bathrooms, Separate Living Room, Sofa, Tile / Marble Floor, Umbrella, Walk-in Shower, Wardrobe / Closet, Waterslide, Water Sport Equipment Rentals, Photo Copier / Fax In Business Center, Yoga Classes","Park View, Mid-range",#21 of 49 hotels in Ras Al Khaimah,4.5,2567,$$
1026211,W Doha,"The first luxury, lifestyle hotel in Doha, Qatar, W Doha brings all the energy of New York City to vibrant Doha. Located in the heart of Doha’s West Bay, each hotel room and apartment is filled with iconic design, tech-savvy amenities, and a stylish ambiance. Indulge in ultimate relaxation with our beach access just few steps away. Savor award-winning cuisine at Market by Jean-Georges or Spice Market; both restaurants are host to three-star Michelin Chef Jean-Georges Vongerichten. Indulge in Italian cuisine at La Spiga by Paper Moon. Go on a journey to Latin America through exceptional Peruvian food at COYA. Soak up the atmosphere in the W signature Living Room or linger over coffee at the W Café. Mingle with the crowd at Wahm, the indoor lounge. The choices for guests are endless at our luxury five-star hotel, from a relaxing experience at Doha’s first and only Sisley Paris Spa to a workout in the FIT gym and a swim in the WET pool.",https://www.tripadvisor.com/Hotel_Review-g294009-d1026211-Reviews-W_Doha-Doha.html?m=66827,Doha,,Qatar,"Pool, Free parking, Room service, Restaurant, Business center, Fitness center, Spa, Suites, Internet, Wheelchair access, Wifi, Laundry Service, Concierge, Bar/Lounge, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Safe, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Butler Service, Parking, Facilities for Disabled Guests, Housekeeping, Kids Stay Free, Additional Bathroom, Afrikaans, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Books, DVDs, Music for Children, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, Catalan, 24-Hour Check-in, Express Check-in / Check-out, Chinese, Clothes Dryer, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Doorperson, Dutch, English, Entertainment Staff, Evening Entertainment, Extra Long Beds, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Complimentary Instant Coffee, French, 24-Hour Front Desk, German, Greek, Hair Dryer, Hammam, Hindi, Indonesian, Interconnected room(s) available, Iron, Ironing Service, Italian, Kids' Meals, Kid-Friendly Buffet, Malay, Massage, Newspaper, On-Demand Movies, Outdoor Fireplace, Outdoor Furniture, Pool / Beach Towels, Portuguese, Private Check-in / Check-out, Romanian, Russian, Salon, Seating Area, 24-Hour Security, Shoeshine, Snack Bar, Solarium, Spanish, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Taxi Service, Telephone, Thai, Turkish, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Breakfast Available, Bidet, Cable / Satellite TV, Dining Area, Electric Kettle, Executive Lounge Access, Farsi, First Aid Kit, Foot Bath, Complimentary Welcome Drink, Full Body Massage, Hand Massage, Happy Hour, Head Massage, Highchairs Available, iPod Docking Station, Landmark View, Manicure, Pedicure, Personal Trainer, Radio, Serbian, Sofa, Sun Deck, Ukrainian, Umbrella, Walk-in Shower, Wardrobe / Closet, Photo Copier / Fax In Business Center","Trendy, Green",#1 of 256 hotels in Doha,5.0,4958,$$
2216044,Hilton Doha,"Set on the Corniche with its own private beach and in the heart of the Diplomatic district, Hilton Doha is the ideal destination for both business and leisure travelers. A 15 minute drive from Doha International Airport, in close proximity to major shopping malls, Souq Waqif, Katara and the Museum of Islamic Art, this Hotel boasts 309 rooms and suites overlooking breathtaking views of the Arabian Gulf.",https://www.tripadvisor.com/Hotel_Review-g294009-d2216044-Reviews-Hilton_Doha-Doha.html?m=66827,Doha,,Qatar,"Beachfront, Beach Access, Pool, Room service, Free parking, Business center, Fitness center, Internet, Kids Activities, Wheelchair access, Restaurant, Spa, Wifi, Paid Wifi, Suites, Free Internet, Bar/Lounge, Airport transportation, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Couples Massage, Currency Exchange, Desk, Diving, Doorperson, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, French, 24-Hour Front Desk, Hair Dryer, Hammam, Head Massage, Hindi, Interconnected room(s) available, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Massage, Newspaper, Nightclub / DJ, Pool / Beach Towels, Pool with View, Private Check-in / Check-out, Russian, Salon, 24-Hour Security, Shoeshine, Snack Bar, Snorkeling, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Taxi Service, Telephone, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Public Wifi, Kids pool, Cable / Satellite TV, First Aid Kit, Free Wifi in the Business Center, Full Body Massage, Georgian, Hand Massage, Happy Hour, Infirmary, Laptop Safe, Manicure, Neck Massage, Outdoor Dining Area, Pedicure, Personal Trainer, Plunge Pool, Pool View, Private Bathrooms, Serbian, Sofa, Walk-in Shower, Wardrobe / Closet, Water Sport Equipment Rentals","Bay View, Ocean View",#27 of 256 hotels in Doha,4.5,5806,$$
